id,web_name,team,element_type,now_cost,total_points,points_per_game,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,minutes,form,selected_by_percent
413,Pope,15,1,50,102,3.6,0,0,8,35,0,1,0,2,0,88,2,384,666.0,10.0,0.0,67.4,2520,3.8,6.1
414,Ruddy,15,1,39,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.3
415,Schär,15,2,55,118,3.5,4,2,11,42,0,0,0,9,1,0,4,440,743.2,111.5,346.0,119.6,2935,3.5,5.0
416,Targett,15,2,39,2,1.0,0,0,0,0,0,0,0,0,0,0,0,7,5.0,5.6,0.0,1.0,20,0.0,0.3
417,Tonali,15,3,55,106,2.9,4,2,11,34,0,0,0,5,0,0,10,536,539.4,496.3,299.0,133.5,2625,4.2,0.9
418,Trippier,15,2,56,72,2.9,0,3,6,18,0,0,0,1,0,0,8,287,319.4,406.8,33.0,76.1,1299,0.8,4.4
419,White,15,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.1
420,Willock,15,3,47,46,1.4,0,2,4,16,0,0,0,4,0,0,0,139,172.8,273.8,197.0,63.9,1065,0.5,0.1
421,Wilson,15,4,69,19,1.1,0,0,0,7,0,0,0,1,0,0,0,42,13.0,42.2,71.0,12.1,355,1.2,0.2
574,Pivas,15,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.1
590,Osula,15,4,49,19,1.4,1,0,0,3,0,0,0,0,0,0,1,59,42.4,25.1,37.0,10.5,124,0.5,0.2
746,Howe,15,5,15,97,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3.5,2.8
789,Neave,15,4,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
26,Alex Moreno,16,2,42,34,2.3,0,1,3,16,0,0,0,2,0,0,1,126,200.8,134.5,29.0,36.4,952,0.0,0.4
422,Aina,16,2,53,128,3.7,2,1,12,39,0,0,0,5,0,0,15,483,578.2,282.3,80.0,94.1,2996,1.0,13.0
423,Anderson,16,3,50,107,2.9,2,6,13,37,0,0,0,10,0,0,8,526,638.8,605.2,308.0,155.6,2726,1.4,0.3
424,Awoniyi,16,4,55,32,1.2,1,0,1,10,0,0,0,0,0,0,0,89,67.0,40.9,118.0,21.9,398,0.4,0.3
425,Boly,16,2,42,6,1.0,0,0,0,1,0,0,0,1,0,0,0,26,51.0,0.4,17.0,6.8,146,0.0,0.1
426,Bowler,16,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
427,C.Miguel,16,1,41,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.1
428,Da Silva Moreira,16,3,43,2,1.0,0,0,0,0,0,0,0,0,0,0,0,9,5.2,0.3,0.0,0.6,28,0.0,0.1
429,Danilo,16,3,47,11,1.4,0,0,1,4,0,0,0,0,0,0,0,43,34.6,5.0,0.0,3.9,270,0.2,0.0
430,Dennis,16,4,49,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.2
431,Dominguez,16,3,48,54,1.6,0,1,7,27,0,0,0,9,0,0,0,292,410.2,247.2,237.0,89.4,1954,1.6,0.0
432,Elanga,16,3,55,153,4.0,6,11,12,35,0,0,0,1,0,0,15,535,627.0,785.4,582.0,199.8,2496,3.6,9.4
433,Gibbs-White,16,3,65,154,4.5,7,11,13,34,0,0,0,9,1,0,18,594,680.4,793.7,632.0,210.6,2806,5.6,7.4
434,Hudson-Odoi,16,3,51,103,3.3,5,3,11,23,0,0,0,2,0,0,7,454,445.6,663.9,405.0,151.0,2190,0.6,1.2
435,Mighten,16,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
436,Murillo,16,2,47,130,3.6,2,0,12,44,0,0,0,6,0,0,18,541,927.2,211.2,201.0,134.0,3188,2.8,4.1
437,N.Williams,16,2,45,109,3.1,1,3,10,31,0,0,0,7,0,0,8,435,628.4,305.3,244.0,118.0,2588,2.4,4.0
438,O.Richards,16,2,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
439,O'Brien,16,3,50,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
440,Omobamidele,16,2,42,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
441,Panzo,16,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
442,Sangaré,16,3,43,20,1.5,0,1,2,6,0,0,0,3,0,0,0,107,130.6,80.3,21.0,23.2,584,1.6,1.2
443,Sels,16,1,52,150,3.9,0,1,13,46,0,0,0,4,0,120,11,521,942.2,20.2,0.0,96.7,3420,1.8,19.9
444,Toffolo,16,2,42,4,1.0,0,0,0,2,0,0,0,1,0,0,0,18,40.2,4.1,6.0,5.1,135,0.0,0.1
446,Ui-jo,16,4,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.8
447,Wood,16,4,72,200,5.6,20,3,15,37,0,0,0,1,0,0,41,744,838.4,320.0,900.0,205.6,2958,3.2,30.8
448,Worrall,16,2,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
449,Yates,16,3,48,67,1.9,2,2,6,27,0,0,0,10,0,0,3,306,344.4,241.1,265.0,85.4,1901,1.0,0.1
573,Milenković,16,2,52,145,3.9,5,2,13,45,0,0,0,4,0,0,2,499,805.2,107.9,361.0,127.2,3330,2.8,18.0
596,Jota Silva,16,3,59,52,1.7,3,2,1,16,0,0,0,5,0,0,0,212,221.8,182.9,239.0,64.6,835,0.8,0.1
620,Sosa,16,3,55,25,1.3,1,0,1,5,0,0,0,1,0,0,0,101,87.4,103.0,104.0,29.2,280,0.4,0.1
653,Morato,16,2,45,36,1.4,0,0,3,14,0,0,0,5,0,0,2,125,205.2,10.8,22.0,24.0,891,0.0,0.1
706,Abbott,16,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
721,Hennessey,16,1,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
747,Nuno,16,5,11,78,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3.4,5.0
14,Ramsdale,17,1,44,97,3.2,0,0,3,66,0,2,0,2,0,125,11,315,980.6,0.1,0.0,98.3,2700,3.8,1.3
27,Archer,17,4,48,57,1.6,2,0,2,34,0,0,1,0,0,0,4,145,125.2,102.5,376.0,60.0,1421,1.0,1.1
188,Ugochukwu,17,3,44,47,1.8,1,1,1,39,0,0,0,7,0,0,3,209,265.0,211.9,84.0,55.9,1652,0.8,0.3
397,Fraser,17,3,48,7,0.9,0,0,0,12,0,0,0,0,1,0,0,31,35.8,26.8,13.0,6.7,303,0.0,0.0
451,Amo-Ameyaw,17,3,44,1,0.5,0,0,0,0,0,0,0,1,0,0,0,1,4.0,16.1,6.0,2.6,26,0.0,0.1
452,Aribo,17,3,49,72,2.2,3,0,1,56,0,0,0,1,0,0,7,394,386.2,293.0,242.0,92.3,2007,0.5,0.1
453,Armstrong,17,4,51,45,2.2,2,3,2,35,0,0,1,4,0,0,2,145,154.4,143.7,262.0,56.0,1246,0.0,0.5
454,Bazunu,17,1,43,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.1
455,Bednarek,17,2,40,60,2.0,2,0,3,57,0,0,0,7,0,0,3,283,770.6,78.3,71.0,91.9,2531,2.0,1.9
456,Bella-Kotchap,17,2,39,2,0.5,0,0,0,13,0,0,0,0,0,0,0,7,64.6,2.3,4.0,7.0,329,0.0,0.4
457,Bree,17,2,39,23,1.4,0,1,1,31,0,0,0,0,0,0,0,95,187.4,159.4,43.0,39.0,1070,1.8,0.3
458,Charles,17,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
459,Edozie,17,3,49,1,0.5,0,0,0,0,0,0,0,1,0,0,0,6,9.8,19.0,22.0,5.1,64,0.0,0.0
460,Edwards,17,2,39,1,1.0,0,0,0,1,0,0,0,0,0,0,0,-1,5.0,0.1,0.0,0.5,12,0.0,0.2
461,Harwood-Bellis,17,2,39,55,1.6,1,0,3,65,0,0,0,9,0,0,2,268,727.0,218.3,252.0,119.9,2824,1.8,4.1
462,Kamaldeen,17,3,50,53,2.0,1,2,3,36,0,0,0,2,0,0,2,163,187.2,182.4,290.0,65.7,1394,1.5,0.0
463,Lallana,17,3,50,17,1.2,0,2,0,8,0,0,0,4,0,0,1,74,81.2,82.4,21.0,18.4,352,0.0,0.0
464,Larios,17,2,39,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.1
465,Lis,17,1,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.1
466,Lumley,17,1,40,8,2.7,0,0,0,7,0,0,0,0,0,13,0,22,102.2,0.0,0.0,10.2,270,0.0,0.4
467,Manning,17,2,43,34,1.4,0,2,1,35,0,0,0,2,0,0,0,162,307.4,498.3,71.0,87.6,1458,0.5,0.1
468,Mara,17,4,50,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
469,McCarthy,17,1,42,12,2.4,0,0,0,13,0,0,0,0,0,24,0,32,166.4,0.0,0.0,16.7,450,0.0,0.1
470,Onuachu,17,4,49,51,2.0,4,1,1,26,0,0,0,4,0,0,4,151,219.8,127.3,479.0,81.7,1038,0.5,0.3
471,Smallbone,17,3,50,26,1.4,1,0,0,22,0,0,0,1,0,0,0,119,112.6,163.3,64.0,33.9,679,1.0,0.0
472,Stephens,17,2,40,31,1.6,1,0,2,31,0,0,0,2,2,0,2,112,291.8,71.6,51.0,41.5,1389,1.8,0.3
473,Stewart,17,4,44,20,1.7,1,0,1,9,0,0,0,1,0,0,3,59,54.4,15.4,96.0,16.3,382,3.0,1.7
474,Sugawara,17,2,42,43,1.4,1,1,2,46,0,0,0,4,0,0,0,116,315.4,291.3,137.0,74.2,1548,0.2,0.1
475,Taylor,17,2,39,6,0.8,0,0,0,12,0,0,0,1,0,0,0,26,102.0,27.8,4.0,13.5,353,0.2,3.0
476,Walker-Peters,17,2,42,54,1.6,0,3,2,77,0,0,0,5,0,0,3,240,503.8,406.8,237.0,114.4,2918,0.2,0.3
477,Wood,17,2,39,14,1.3,0,0,1,20,0,0,0,2,0,0,2,54,137.8,20.3,16.0,17.6,771,0.2,1.0
515,Cornet,17,3,47,1,0.5,0,0,0,4,0,0,0,1,0,0,0,12,11.6,3.5,7.0,2.2,71,0.0,0.0
518,Downes,17,3,47,48,1.8,1,0,4,49,0,0,0,12,0,0,0,312,297.6,292.2,118.0,71.0,2149,1.8,0.0
584,Brereton Díaz,17,3,48,13,1.3,0,0,0,10,0,0,0,1,0,0,0,43,21.8,63.6,81.0,16.8,446,0.0,0.1
608,Dibling,17,3,43,68,2.1,2,2,3,50,0,0,0,6,0,0,4,247,261.0,344.5,264.0,87.0,1863,1.5,1.4
623,M.Fernandes,17,3,50,95,2.6,2,4,5,66,0,0,0,8,0,0,8,513,553.4,649.5,372.0,157.8,2911,3.0,0.1
693,O'Brien-Whitmarsh,17,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
718,Welington,17,2,40,14,1.4,0,0,1,10,0,0,0,1,0,0,0,53,120.2,58.4,11.0,19.0,478,2.0,0.0
719,Kayi Sanda,17,2,40,2,1.0,0,0,0,1,0,0,0,0,0,0,0,3,3.2,0.3,2.0,0.6,12,0.5,0.0
734,Grønbæk,17,3,49,6,1.5,0,0,0,3,0,0,0,0,0,0,0,13,15.8,11.4,9.0,3.7,141,0.0,0.0
748,Rusk,17,5,5,38,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2.8,0.1
798,Jay Robinson,17,4,44,5,1.2,0,0,0,2,0,0,0,0,0,0,0,19,21.8,34.4,29.0,8.6,134,1.0,0.0
804,Moore,17,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
82,Solanke,18,4,73,108,4.0,9,5,4,43,1,0,0,0,0,0,7,404,505.8,199.8,729.0,142.1,2199,2.0,4.7
478,A.Phillips,18,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.1
479,Austin,18,1,40,1,1.0,0,0,0,2,0,0,0,0,0,2,0,7,20.0,0.0,0.0,2.0,90,0.0,0.4
480,Bentancur,18,3,49,49,1.9,2,0,3,26,0,0,0,9,0,0,1,293,324.6,208.5,165.0,70.2,1640,0.5,0.1
481,Bergvall,18,3,44,44,1.6,0,2,3,25,0,0,0,3,0,0,0,216,237.2,218.7,97.0,55.0,1200,0.0,0.8
482,Bissouma,18,3,48,50,1.8,2,0,3,28,0,0,0,7,0,0,4,258,283.8,133.8,59.0,48.0,1396,1.2,0.2
483,Bryan,18,3,50,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
484,Davies,18,2,43,28,1.6,0,0,3,26,0,0,0,5,0,0,0,154,343.6,42.1,49.0,43.7,1329,0.5,0.2
485,Devine,18,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
486,Dragusin,18,2,43,24,1.5,0,0,2,29,0,0,0,1,0,0,0,96,256.4,58.1,47.0,36.2,1250,0.0,0.1
487,E.Royal,18,2,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
488,Forster,18,1,43,19,2.7,0,0,1,15,0,0,0,0,0,29,0,64,221.0,0.0,0.0,22.2,630,0.0,0.3
489,Gray,18,3,46,45,1.6,0,0,2,41,1,0,0,1,0,0,0,253,254.6,71.4,15.0,34.3,1750,1.8,0.2
490,Højbjerg,18,3,50,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
491,Johnson,18,3,62,137,4.2,11,6,2,38,0,0,0,5,0,0,13,461,559.6,295.0,761.0,161.0,2171,0.8,2.3
492,Kulusevski,18,3,62,117,3.7,7,4,6,41,0,0,0,3,0,0,9,426,613.6,843.8,733.0,218.7,2386,0.8,2.2
493,Lo Celso,18,3,49,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
494,Maddison,18,3,74,133,4.3,9,8,6,32,0,0,0,6,0,0,15,592,683.4,702.3,495.0,187.8,1799,0.0,3.8
495,Pedro Porro,18,2,52,98,3.0,2,6,6,47,0,0,0,5,0,0,6,456,778.4,932.9,200.0,191.2,2606,-0.2,16.5
496,Reguilón,18,2,41,2,0.5,0,0,0,3,0,0,0,2,0,0,0,20,33.4,25.2,13.0,7.2,194,0.2,0.2
497,Richarlison,18,4,68,35,2.3,4,1,1,9,0,0,0,2,0,0,0,138,180.8,57.1,243.0,47.4,497,1.0,0.4
498,Romero,18,2,49,49,2.7,1,1,3,22,0,0,0,3,0,0,3,245,343.2,113.1,232.0,69.0,1416,0.0,3.5
499,P.M.Sarr,18,3,47,71,2.0,3,2,2,38,0,0,0,6,0,0,4,365,398.4,257.2,220.0,87.2,1901,1.5,0.2
500,Scarlett,18,4,44,6,2.0,0,1,0,1,0,0,0,0,0,0,0,20,24.4,11.0,17.0,5.2,31,0.0,0.7
502,Solomon,18,3,54,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
503,Son,18,3,97,129,4.3,7,10,4,35,0,0,1,1,0,0,12,543,629.6,734.9,707.0,207.2,2106,0.8,4.1
504,Spence,18,2,44,51,2.0,1,2,3,39,1,0,0,2,1,0,6,216,433.0,226.6,100.0,76.1,1790,1.0,0.7
505,Udogie,18,2,48,43,1.7,0,1,2,35,1,0,0,2,0,0,0,233,354.8,256.5,132.0,74.5,1923,0.0,1.5
506,Van de Ven,18,2,45,32,2.5,0,2,2,17,0,0,0,4,0,0,2,139,212.0,39.4,57.0,30.9,1014,0.2,2.4
507,Veliz,18,4,50,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
508,Vicario,18,1,48,66,2.8,0,0,4,37,0,0,0,1,0,68,2,293,587.8,0.0,0.0,58.5,2160,0.8,1.8
509,Werner,18,3,62,34,1.9,0,3,1,12,0,0,0,0,0,0,2,120,114.6,148.0,113.0,37.1,504,0.0,0.1
510,Whiteman,18,1,39,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,1.7
609,Lankshear,18,4,45,3,1.0,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.0,10,0.0,1.0
610,Moore,18,3,45,19,1.9,0,2,0,5,0,0,0,0,0,0,0,51,33.2,45.2,34.0,11.0,359,1.2,0.2
612,Odobert,18,3,53,34,2.1,1,0,1,20,0,0,0,0,0,0,3,92,101.2,108.6,156.0,36.7,843,3.8,0.0
683,Olusesi,18,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
684,Hardy,18,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
689,Williams-Barnett,18,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
699,Dorrington,18,2,40,1,1.0,0,0,0,0,0,0,0,0,0,0,0,4,1.0,0.2,0.0,0.1,13,0.0,0.0
700,King,18,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
716,Kinsky,18,1,41,17,2.8,0,0,1,11,0,0,0,0,0,24,0,86,208.2,10.1,0.0,21.7,540,1.2,0.1
717,Yang,18,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
729,Ajayi,18,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
749,Postecoglou,18,5,11,58,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1.2,1.3
760,Cassanova,18,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
767,Danso,18,2,44,16,1.6,0,0,1,18,0,0,0,0,0,0,0,104,242.0,34.4,72.0,34.9,842,1.0,0.0
768,Tel,18,3,58,42,3.2,2,2,2,20,0,0,0,2,0,0,2,151,183.8,208.3,236.0,62.3,908,3.0,0.1
123,Ferguson,19,4,55,28,1.3,1,0,1,9,0,0,0,0,0,0,2,97,80.0,68.5,104.0,25.0,385,0.2,0.3
388,Wan-Bissaka,19,2,45,118,3.3,2,6,6,59,1,0,0,1,0,0,15,496,807.4,531.5,188.0,152.7,3154,6.2,6.4
511,Álvarez,19,3,50,40,1.4,0,1,3,31,0,0,0,7,1,0,0,221,281.8,213.9,51.0,54.7,1769,0.8,0.1
512,Antonio,19,4,52,42,3.0,1,4,4,18,0,0,0,1,0,0,3,111,72.0,139.5,194.0,39.5,834,0.0,0.8
513,Areola,19,1,42,69,2.7,0,0,4,41,1,0,0,0,0,82,1,261,619.8,0.0,0.0,62.1,2259,3.0,7.2
514,Bowen,19,3,79,193,5.7,13,11,8,50,0,0,0,1,0,0,21,678,903.0,737.8,1081.0,271.9,2974,9.5,18.0
516,Coufal,19,2,41,27,1.2,0,0,2,21,1,0,0,5,0,0,1,89,204.0,142.0,70.0,41.3,1056,2.0,0.4
517,Cresswell,19,2,39,36,2.0,0,0,3,8,0,0,0,3,0,0,3,159,148.4,152.3,14.0,31.4,818,2.2,1.7
519,Earthy,19,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
520,Emerson,19,2,44,76,2.5,2,1,5,41,0,0,0,5,0,0,4,219,420.4,310.9,173.0,90.4,2108,0.8,0.6
521,Fabianski,19,1,39,39,2.8,0,0,2,21,0,0,0,2,0,50,2,143,387.8,0.3,0.0,38.7,1160,0.8,10.0
522,Foderingham,19,1,42,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.1
523,Ings,19,4,48,32,2.1,1,3,0,4,0,0,0,0,0,0,4,110,97.0,76.5,159.0,33.4,270,0.0,1.2
524,Kilman,19,2,43,82,2.2,0,1,6,62,0,0,0,5,0,0,5,395,832.6,203.3,149.0,118.8,3348,2.5,1.3
525,Kudus,19,3,62,106,3.3,5,4,7,46,0,0,0,2,1,0,5,373,471.6,552.5,752.0,177.5,2589,4.0,2.6
526,L.Guilherme,19,3,46,12,1.0,0,0,0,5,0,0,0,0,0,0,0,47,27.6,49.1,32.0,10.8,139,0.2,0.0
527,L.Paquetá,19,3,57,80,2.4,4,1,4,50,0,0,0,10,0,0,5,375,433.2,627.7,267.0,132.6,2374,0.5,0.9
528,Mavropanos,19,2,43,45,1.4,0,0,2,39,0,0,0,4,1,0,4,234,497.0,74.9,160.0,73.2,2035,1.0,0.1
529,N.Aguerd,19,2,44,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
530,Souček,19,3,48,126,3.6,9,2,7,44,0,0,0,8,0,0,15,442,672.6,231.8,643.0,154.0,2563,3.8,1.5
531,Ward-Prowse,19,3,61,51,2.1,1,2,5,18,0,0,0,2,1,0,2,293,282.4,378.3,138.0,80.0,1433,3.5,0.5
532,Zouma,19,2,44,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.1
576,Irving,19,3,47,9,0.9,0,0,0,4,0,0,0,2,0,0,0,38,37.6,26.5,17.0,8.1,161,0.0,0.0
587,Summerville,19,3,55,33,1.7,1,1,2,20,0,0,0,2,0,0,2,129,156.4,246.1,186.0,58.7,776,0.0,0.3
588,G.Rodríguez,19,3,48,36,1.6,0,1,4,19,0,0,0,6,0,0,0,193,205.4,79.7,29.0,31.5,1147,1.8,0.1
589,Füllkrug,19,4,67,42,2.3,3,2,2,18,0,0,0,2,0,0,3,152,187.2,173.3,221.0,56.8,783,1.5,0.9
591,Todibo,19,2,42,54,2.0,0,0,5,33,0,0,0,3,0,0,1,233,373.0,37.1,35.0,44.5,1824,2.5,0.3
643,Casey,19,2,40,1,1.0,0,0,0,0,0,0,0,0,0,0,0,3,2.0,0.0,0.0,0.2,1,0.0,0.2
654,C.Soler,19,3,50,47,1.5,1,1,2,25,0,0,0,6,0,0,2,216,189.0,295.8,186.0,67.2,1394,0.5,0.0
677,Scarles,19,2,40,29,1.9,0,0,2,9,0,0,0,1,0,0,2,98,106.4,54.3,24.0,18.6,659,0.5,0.1
686,Mayers,19,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
701,Orford,19,3,45,2,1.0,0,0,0,1,0,0,0,0,0,0,0,13,6.4,27.6,6.0,4.0,47,0.0,0.0
750,Potter,19,5,5,84,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6.0,2.6
204,Johnstone,20,1,41,12,1.7,0,0,0,17,0,0,0,0,0,23,0,42,193.8,10.0,0.0,20.4,630,0.0,0.2
533,Aït-Nouri,20,2,51,125,3.4,4,7,7,67,0,0,0,5,1,0,13,447,778.4,694.3,435.0,191.0,3112,1.2,15.0
534,B.Traore,20,3,48,1,1.0,0,0,0,0,0,0,0,0,0,0,0,3,4.0,0.0,0.0,0.4,1,0.0,0.0
535,Bellegarde,20,3,49,90,2.6,2,7,6,31,0,0,0,3,0,0,5,332,355.6,422.8,200.0,97.2,1666,2.2,0.2
536,Bentley,20,1,39,9,4.5,0,0,1,4,0,0,0,0,0,8,1,29,60.0,0.0,0.0,6.0,180,0.5,1.7
537,Chiquinho,20,3,45,1,1.0,0,0,0,0,0,0,0,0,0,0,0,4,3.0,14.3,2.0,1.9,6,0.0,0.1
538,Chirewa,20,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
539,Chiwome,20,4,44,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,1.1
540,Cundle,20,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.1
541,Cunha,20,4,70,178,5.4,15,7,7,54,0,0,0,4,0,0,41,838,936.2,847.8,940.0,272.2,2596,1.2,13.6
542,Dawson,20,2,42,17,1.1,0,1,1,25,2,0,0,2,0,0,1,57,204.2,31.3,55.0,29.1,969,0.0,0.1
543,Doherty,20,2,43,75,2.5,2,1,6,38,1,0,0,6,0,0,4,307,502.2,179.9,135.0,81.8,2105,1.2,0.3
544,Doyle,20,3,47,28,1.2,0,1,0,10,0,0,0,1,0,0,0,128,114.6,101.7,34.0,25.3,474,0.0,0.0
545,Fábio Silva,20,4,50,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.1
546,Fraser,20,4,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,1.0
547,Gonzalez,20,3,44,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
548,Guedes,20,3,53,62,2.1,2,4,3,25,0,0,0,1,0,0,2,187,215.8,213.9,217.0,64.0,979,1.5,0.1
549,H.Bueno,20,2,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
550,Hee Chan,20,3,61,37,1.8,2,1,0,19,0,0,0,0,0,0,0,130,111.6,72.7,84.0,26.7,646,0.5,0.2
551,Hodge,20,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.2
552,Hoever,20,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.1
553,J.Gomes,20,3,49,87,2.4,3,1,6,59,0,0,0,9,1,0,7,489,513.4,428.9,231.0,117.3,2975,1.2,0.2
554,José Sá,20,1,44,93,3.2,0,0,7,48,0,2,0,2,0,71,4,305,603.4,30.0,0.0,63.4,2610,1.8,2.8
555,Kalajdžić,20,4,48,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
556,King,20,1,39,1,1.0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,1,0.2,1.2
557,Mario Jr.,20,3,48,47,2.8,1,3,1,39,0,0,0,4,0,0,5,252,356.8,166.7,120.0,64.4,1363,0.0,0.1
